date,rank_score
2023-04-04,579096
2023-04-05,655666
2023-04-05,2026858
2023-04-05,2466726
2023-04-06,1146231
2023-04-06,2228015
2023-04-07,1622214
2023-04-07,3179337
2023-04-07,2242917
2023-04-07,1320115
2023-04-08,1091872
2023-04-08,2067879
2023-04-08,3123889
2023-04-09,699682
2023-04-09,1991777
2023-04-09,530908
2023-04-10,675501
2023-04-10,524613
2023-04-11,467468
2023-04-11,1381062
2023-04-11,2186860
2023-04-11,578435
2023-04-11,1822979
2023-04-12,612581
2023-04-12,2934574
2023-04-12,1865609
2023-04-12,1458659
2023-04-12,4061374
2023-04-13,1083117
2023-04-14,543075
2023-04-14,1189525
2023-04-14,688318
2023-04-14,1159638
2023-04-14,3681220
2023-04-14,1780257
2023-04-15,687026
2023-04-15,1608107
2023-04-15,2303281
2023-04-16,1421868
2023-04-16,444418
2023-04-16,1197382
2023-04-16,1357389
2023-04-17,7952316
2023-04-17,2789309
2023-04-17,431055
2023-04-17,1161202
2023-04-18,676271
2023-04-18,1927392
2023-04-18,615459
2023-04-19,685709
2023-04-19,785557
2023-04-19,942357
2023-04-19,742879
2023-04-19,491373
2023-04-19,1092503
2023-04-19,697721
2023-04-20,11246361
2023-04-20,466674
2023-04-20,501829
2023-04-20,2120369
2023-04-20,438426
2023-04-20,772103
2023-04-21,1909456
2023-04-21,2558114
2023-04-21,2460306
2023-04-21,1559911
2023-04-21,3421550
2023-04-21,3903511
2023-04-21,632850
2023-04-21,2962141
2023-04-21,1992922
2023-04-22,507594
2023-04-22,3341961
2023-04-22,664612
2023-04-22,1587170
2023-04-22,1629501
2023-04-23,424734
2023-04-23,1449272
2023-04-23,756869
2023-04-24,3597111
2023-04-24,1187751
2023-04-24,2223276
2023-04-25,501183
2023-04-25,3206722
2023-04-25,3264424
2023-04-25,649565
2023-04-25,575249
2023-04-25,1371877
2023-04-25,2714899
2023-04-25,975732
2023-04-25,2071347
2023-04-26,1434769
2023-04-27,2199202
2023-04-27,3232291
2023-04-28,1766830
2023-04-28,560197
2023-04-28,502411
2023-04-28,452040
2023-04-28,736461
2023-04-28,951497
2023-04-28,1742245
2023-04-28,2067179
2023-04-28,598054
2023-04-28,1330827
2023-04-29,476300
2023-04-29,3490188
2023-04-29,448596
2023-04-29,3448652
2023-04-29,1463935
2023-04-29,713241
2023-04-29,1780971
2023-04-29,1314978
2023-04-30,2675219
2023-04-30,968296
2023-04-30,2189714
2023-04-30,853008
2023-04-30,11699030
2023-04-30,2492274
2023-04-30,3828334
2023-04-30,1056768
2023-04-30,910914
2023-04-30,1365440
2023-05-01,924527
2023-05-01,520114
2023-05-01,597352
2023-05-01,1501325
2023-05-01,898486
2023-05-01,886580
2023-05-01,597521
2023-05-01,1089270
2023-05-01,1024903
2023-05-01,2668010
2023-05-02,2532712
2023-05-02,2315958
2023-05-02,4593902
2023-05-02,768473
2023-05-02,614497
2023-05-03,1513983
2023-05-03,1903068
2023-05-03,525895
2023-05-04,667824
2023-05-04,630642
2023-05-04,1839810
2023-05-04,3027696
2023-05-05,750495
2023-05-05,861231
2023-05-05,1797547
2023-05-05,639770
2023-05-05,1054473
2023-05-05,1251660
2023-05-06,464702
2023-05-06,2384992
2023-05-07,710269
2023-05-07,897674
2023-05-07,2734163
2023-05-07,1650400
2023-05-08,593061
2023-05-08,1594654
2023-05-08,496685
2023-05-08,575491
2023-05-09,1907190
2023-05-09,824417
2023-05-09,492530
2023-05-09,2419496
2023-05-09,1066043
2023-05-09,3804776
2023-05-09,1639068
2023-05-10,2658644
2023-05-10,2059958
2023-05-10,535233
2023-05-10,969269
2023-05-10,1670710
2023-05-11,1989316
2023-05-11,3135419
2023-05-11,792221
2023-05-11,1006789
2023-05-11,668314
2023-05-11,1668263
2023-05-12,891908
2023-05-12,978782
2023-05-12,800179
2023-05-12,1270860
2023-05-12,2629573
2023-05-13,499025
2023-05-13,702756
2023-05-13,655105
2023-05-13,2591416
2023-05-13,6030265
2023-05-14,802725
2023-05-14,515659
2023-05-15,1027744
2023-05-15,1007776
2023-05-15,1472486
2023-05-16,3117059
2023-05-17,2318707
2023-05-17,1260702
2023-05-17,561626
2023-05-17,1128678
2023-05-17,533146
2023-05-17,420805
2023-05-17,1082994
2023-05-17,1026906
2023-05-18,1254345
2023-05-18,775550
2023-05-18,1029635
2023-05-19,420199
2023-05-19,623449
2023-05-19,3457939
2023-05-19,2507170
2023-05-19,6274534
2023-05-19,3443318
2023-05-19,1268653
2023-05-19,903575
2023-05-19,916268
2023-05-19,686076
2023-05-19,446260
2023-05-20,1648237
2023-05-20,1034632
2023-05-20,419363
2023-05-20,787533
2023-05-20,559204
2023-05-21,899786
2023-05-21,1267196
2023-05-21,973036
2023-05-21,1173135
2023-05-21,482695
2023-05-22,2235133
2023-05-23,876349
2023-05-23,945006
2023-05-23,876346
2023-05-23,3404512
2023-05-24,6755164
2023-05-24,8844288
2023-05-25,544581
2023-05-26,1186777
2023-05-27,3843345
2023-05-27,598853
2023-05-27,1377452
2023-05-27,1102761
2023-05-28,900262
2023-05-28,2272676
2023-05-28,3201820
2023-05-30,594455
2023-05-30,4347345
2023-05-31,4975173
2023-06-01,915526
2023-06-01,1401026
2023-06-01,1170113
2023-06-01,676711
2023-06-01,5345917
2023-06-01,1232925
2023-06-02,6166452
2023-06-02,795212
2023-06-02,825031
2023-06-02,692808
2023-06-02,1627465
2023-06-02,1491818
2023-06-03,2598530
2023-06-03,1313259
2023-06-03,622370
2023-06-03,2799304
2023-06-04,615079
2023-06-04,500924
2023-06-05,2662227
2023-06-05,1886869
2023-06-05,817580
2023-06-05,912168
2023-06-05,554594
2023-06-05,598072
2023-06-06,6220765
2023-06-06,1108864
2023-06-06,819354
2023-06-06,3986540
2023-06-06,1915627
2023-06-06,1621475
2023-06-06,2675317
2023-06-07,4790399
2023-06-07,603767
2023-06-07,1682698
2023-06-07,649719
2023-06-08,1493719
2023-06-08,918120
2023-06-08,3249192
2023-06-08,1312282
2023-06-08,932315
2023-06-09,1130976
2023-06-09,1096584
2023-06-09,632348
2023-06-09,475787
2023-06-09,781856
2023-06-10,1395126
2023-06-10,1290821
2023-06-10,2093535
2023-06-10,427377
2023-06-10,1165005
2023-06-10,1529073
2023-06-11,2127244
2023-06-11,1199629
2023-06-11,1390482
2023-06-12,570711
2023-06-13,783067
2023-06-13,2815541
2023-06-14,2624541
2023-06-14,694683
2023-06-14,422045
2023-06-15,1271844
2023-06-15,895662
2023-06-15,483941
2023-06-15,1693287
2023-06-15,646883
2023-06-16,4720363
2023-06-16,1854086
2023-06-16,2311294
2023-06-16,2682238
2023-06-16,1398578
2023-06-16,642855
2023-06-17,1266510
2023-06-17,1061079
2023-06-17,6293990
2023-06-17,773406
2023-06-17,1079204
2023-06-18,1791198
2023-06-18,1001323
2023-06-18,1173124
2023-06-18,11326357
2023-06-18,607017
2023-06-19,659387
2023-06-19,601853
2023-06-19,556443
2023-06-19,5139243
2023-06-20,427983
2023-06-20,3836829
2023-06-20,762024
2023-06-20,1304716
2023-06-20,3710303
2023-06-21,1158536
2023-06-21,858058
2023-06-21,3610986
2023-06-22,716892
2023-06-22,3728991
2023-06-22,621319
2023-06-22,1002832
2023-06-23,923784
2023-06-24,1042516
2023-06-24,1563609
2023-06-25,2750544
2023-06-25,1146087
2023-06-26,3174137
2023-06-26,1753171
2023-06-26,678485
2023-06-26,1769806
2023-06-26,1191693
2023-06-26,3004319
2023-06-26,2506820
2023-06-26,2985475
2023-06-26,1825331
2023-06-26,750155
2023-06-26,1727221
2023-06-26,3576469
2023-06-27,2960827
2023-06-27,947019
2023-06-27,580450
2023-06-27,922454
2023-06-27,714473
2023-06-27,655727
2023-06-27,1178720
2023-06-27,1208915
2023-06-27,3652815
2023-06-27,1762799
2023-06-27,3518822
2023-06-27,723914
2023-06-28,2118522
2023-06-28,1198464
2023-06-28,1634660
2023-06-28,5841930
2023-06-28,1354798
2023-06-28,1434225
2023-06-28,2042980
2023-06-29,1287149
2023-06-29,729602
2023-06-30,598574
2023-06-30,737355
2023-06-30,2189379
2023-06-30,739759
2023-06-30,1730703
2023-06-30,2184250
2023-06-30,2377748
2023-06-30,606534
2023-06-30,2677465
2023-07-01,1865601
2023-07-01,1884379
2023-07-01,704610
2023-07-01,3548318
2023-07-01,523796
2023-07-02,786878
2023-07-02,725799
2023-07-02,698757
2023-07-02,1372249
2023-07-02,4195553
2023-07-02,2273557
2023-07-02,850969
2023-07-03,2209332
2023-07-03,640655
2023-07-03,1009240
2023-07-03,1420844
2023-07-03,1814162
2023-07-03,988202
2023-07-03,870742
2023-07-03,621481
2023-07-03,1899791
2023-07-03,1026363
2023-07-03,1003278
2023-07-04,2645582
2023-07-04,5258913
2023-07-04,433816
2023-07-04,1203819
2023-07-04,479931
2023-07-04,2588179
2023-07-05,624530
2023-07-05,3251296
2023-07-06,1458844
2023-07-06,2150151
2023-07-06,1229857
2023-07-07,1112634
2023-07-07,519066
2023-07-08,1695799
2023-07-08,1025266
2023-07-08,2545865
2023-07-08,936101
2023-07-08,1028697
2023-07-08,569014
2023-07-09,1968502
2023-07-10,1065502
2023-07-11,2478402
2023-07-11,457263
2023-07-11,1182830
2023-07-12,991775
2023-07-12,1730548
2023-07-13,2779016
2023-07-14,458917
2023-07-14,861836
2023-07-14,3485850
2023-07-14,2380257
2023-07-14,978068
2023-07-14,1516798
2023-07-14,450666
2023-07-14,644710
2023-07-14,665658
2023-07-15,788611
2023-07-15,424403
2023-07-15,1532657
2023-07-15,677627
2023-07-15,6187012
2023-07-15,858961
2023-07-15,820611
2023-07-15,5734295
2023-07-16,1699868
2023-07-16,1106996
2023-07-17,594804
2023-07-17,2915874
2023-07-17,1611424
2023-07-17,1265368
2023-07-18,697672
2023-07-18,1269306
2023-07-19,435890
2023-07-19,2154351
2023-07-20,1133326
2023-07-20,1383744
2023-07-20,539845
2023-07-20,629953
2023-07-20,511831
2023-07-21,2539573
2023-07-21,1613963
2023-07-21,538832
2023-07-22,6663013
2023-07-23,1135802
2023-07-23,574868
2023-07-23,2522167
2023-07-24,1009010
2023-07-24,3281060
2023-07-25,4313314
2023-07-25,924083
2023-07-25,842179
2023-07-26,2315175
2023-07-27,542171
2023-07-27,2191777
2023-07-28,486068
2023-07-28,1033327
2023-07-28,1665915
2023-07-28,538684
2023-07-29,1583863
2023-07-29,3146454
2023-07-29,2057856
2023-07-29,856482
2023-07-30,1067537
2023-08-01,4589515
2023-08-01,762573
2023-08-02,963520
2023-08-02,7292324
2023-08-02,3835107
2023-08-02,487604
2023-08-02,947011
2023-08-02,680338
2023-08-03,1181292
2023-08-03,776184
2023-08-03,1293821
2023-08-04,2242736
2023-08-04,964565
2023-08-04,2146257
2023-08-05,615866
2023-08-05,1233009
2023-08-05,1167940
2023-08-05,2256850
2023-08-05,589828
2023-08-05,621706
2023-08-05,566127
2023-08-05,1314902
2023-08-06,613456
2023-08-06,1908062
2023-08-07,581200
2023-08-07,1504054
2023-08-07,2231153
2023-08-08,3461095
2023-08-08,1187430
2023-08-08,1575350
2023-08-08,974417
2023-08-08,3159142
2023-08-08,611701
2023-08-08,605444
2023-08-09,427910
2023-08-09,1369922
2023-08-09,811279
2023-08-10,927012
2023-08-10,2265971
2023-08-10,1278354
2023-08-10,1476585
2023-08-10,1502316
2023-08-11,2013404
2023-08-11,703563
2023-08-11,598963
2023-08-11,1436311
2023-08-11,652476
2023-08-12,1706188
2023-08-12,805657
2023-08-12,2480260
2023-08-13,2090783
2023-08-14,7810382
2023-08-14,505324
2023-08-14,4567121
2023-08-15,675266
2023-08-15,1517980
2023-08-15,6340470
2023-08-17,550124
2023-08-17,761125
2023-08-17,1222209
2023-08-18,643210
2023-08-18,660792
2023-08-18,3272647
2023-08-18,913625
2023-08-18,1646094
2023-08-19,1243483
2023-08-19,3556141
2023-08-19,3524773
2023-08-19,1605387
2023-08-19,805378
2023-08-20,534015
2023-08-20,847392
2023-08-20,1040470
2023-08-20,3766916
2023-08-21,1613190
2023-08-21,871184
2023-08-21,1655178
2023-08-22,1410314
2023-08-22,729096
2023-08-22,628576
2023-08-23,1321822
2023-08-23,1878675
2023-08-24,716271
2023-08-25,443432
2023-08-25,2187919
2023-08-25,616554
2023-08-26,4584482
2023-08-26,1034863
2023-08-26,2392526
2023-08-27,636997
2023-08-27,654498
2023-08-27,1602307
2023-08-28,1666360
2023-08-30,1317552
2023-08-31,701029
2023-09-01,931082
2023-09-02,580540
2023-09-03,856842
2023-09-03,4230218
2023-09-04,2534242
2023-09-04,1000482
2023-09-05,2150030
2023-09-05,1250258
2023-09-06,917133
2023-09-06,1012299
2023-09-06,1796416
2023-09-06,537008
2023-09-07,840515
2023-09-08,662667
2023-09-09,10410737
2023-09-09,782968
2023-09-10,1420944
2023-09-13,1337165
2023-09-13,1746026
2023-09-14,2822866
2023-09-15,1004353
2023-09-19,880467
2023-09-20,951836
2023-09-20,920936
2023-09-21,918525
2023-09-22,1498571
2023-09-22,1008957
2023-09-22,2472745
2023-09-23,1626754
2023-09-23,424249
2023-09-24,1187941
2023-09-24,456558
2023-09-24,1095427
2023-09-24,2312125
2023-09-25,809847
2023-09-25,458806
2023-09-25,464370
2023-09-28,3510774
2023-09-29,1007284
2023-10-01,2483005
2023-10-03,1671564
2023-10-03,959495
2023-10-04,1204211
2023-10-04,691746
2023-10-04,942886
2023-10-06,3620891
2023-10-08,726910
2023-10-11,608130
2023-10-13,1266412
2023-10-13,2047738
2023-10-14,1033912
2023-10-14,1177397
2023-10-16,1932001
2023-10-17,2015567
2023-10-20,1145142
2023-10-20,536238
2023-10-21,1237568
2023-10-23,607255
2023-10-23,602709
2023-10-24,1842966
2023-10-25,692952
2023-10-25,5010039
2023-10-25,3052016
2023-10-25,753259
2023-10-26,1066592
2023-10-29,8288359
2023-10-30,502013
2023-10-30,1198822
2023-10-31,645402
2023-10-31,662258
2023-10-31,822491
2023-11-01,822238
2023-11-02,5003410
2023-11-02,1273703
2023-11-03,4954965
2023-11-05,1729117
2023-11-08,435563
2023-11-09,1103579
2023-11-09,1443497
2023-11-09,829901
2023-11-09,729278
2023-11-10,972965
2023-11-11,1345021
2023-11-12,5983798
2023-11-12,10592991
2023-11-12,665587
2023-11-12,595851
2023-11-13,8573894
2023-11-14,5069959
2023-11-14,606805
2023-11-14,815148
2023-11-14,434318
2023-11-15,1038306
2023-11-16,1128091
2023-11-19,1502083
2023-11-19,1530905
2023-11-21,1065846
2023-11-21,5312570
2023-11-22,940561
2023-11-22,2374895
2023-11-23,1094822
2023-11-24,1188690
2023-11-24,1478097
2023-11-25,2637249
2023-11-25,559308
2023-11-25,693794
2023-11-26,1403229
2023-11-26,494284
2023-11-28,3918580
2023-11-28,606668
2023-11-30,2976623
2023-12-01,1175130
2023-12-01,1406270
2023-12-01,969205
2023-12-02,673417
2023-12-03,659919
2023-12-04,695419
2023-12-04,764442
2023-12-04,1095736
2023-12-04,1185320
2023-12-06,4537898
2023-12-07,697864
2023-12-07,961233
2023-12-07,3173654
2023-12-08,493642
2023-12-08,2355817
2023-12-09,431886
2023-12-09,481419
2023-12-10,2187826
2023-12-11,1022630
2023-12-14,4636683
2023-12-15,861513
2023-12-16,1441376
2023-12-16,658974
2023-12-16,589447
2023-12-17,604563
2023-12-18,3441752
2023-12-19,1160177
2023-12-19,1328706
2023-12-19,1035357
2023-12-20,762118
2023-12-20,1668625
2023-12-20,2720572
2023-12-21,541953
2023-12-21,611159
2023-12-22,6264505
2023-12-22,1234864
2023-12-22,639919
2023-12-22,1353442
2023-12-22,1751796
2023-12-22,1458998
2023-12-23,2022364
2023-12-23,510551
2023-12-24,2157368
2023-12-24,1847356
2023-12-25,495957
2023-12-25,2700473
2023-12-26,892769
2023-12-26,1154150
2023-12-26,787839
2023-12-27,1006786
2023-12-27,631107
2023-12-28,658555
2023-12-28,477062
2023-12-28,1035925
2023-12-28,1017221
2023-12-29,1286976
2023-12-29,917814
2023-12-29,570622
2023-12-30,677995
2023-12-30,1123595
2023-12-30,1295721
2023-12-30,2304306
2023-12-31,6782715
2023-12-31,2189880
2024-01-01,2073856
2024-01-01,6582143
2024-01-02,1064659
2024-01-04,693312
2024-01-04,1845129
2024-01-05,1166445
2024-01-05,451088
2024-01-06,2008435
2024-01-07,429455
2024-01-08,2494907
2024-01-08,1036311
2024-01-09,5232692
2024-01-09,545701
2024-01-09,848303
2024-01-09,1052958
2024-01-09,1121451
2024-01-10,564344
2024-01-10,782727
2024-01-11,500451
2024-01-11,847530
2024-01-11,586893
2024-01-12,962102
2024-01-12,1167335
2024-01-12,2070797
2024-01-12,1171997
2024-01-12,1372466
2024-01-12,1967069
2024-01-12,629692
2024-01-13,460664
2024-01-13,1021890
2024-01-13,1203722
2024-01-13,1328268
2024-01-14,889179
2024-01-14,1386553
2024-01-14,1789531
2024-01-15,1002674
2024-01-15,432887
2024-01-15,551139
2024-01-16,751469
2024-01-16,709904
2024-01-16,1284189
2024-01-16,1069511
2024-01-16,1638273
2024-01-20,1328440
2024-01-20,559476
2024-01-21,1892678
2024-01-22,444505
2024-01-22,712302
2024-01-23,2064592
2024-01-24,966482
2024-01-24,1457479
2024-01-24,1121772
2024-01-24,2513758
2024-01-25,885457
2024-01-26,1709590
2024-01-26,725717
2024-01-27,1687285
2024-01-28,546329
2024-01-29,1136354
2024-01-30,679593
2024-02-01,2126394
2024-02-01,713809
2024-02-02,900681
2024-02-02,1156084
2024-02-02,2254183
2024-02-03,728546
2024-02-03,1334987
2024-02-04,1778767
2024-02-04,1093936
2024-02-05,1137803
2024-02-06,472213
2024-02-07,631953
2024-02-07,1907039
