pubdate,title,play,arcurl,aid
2022-05-27,-1,1751953,-1,-1
2022-05-27,-1,972972,-1,-1
2022-05-28,-1,2726685,-1,-1
2022-05-29,-1,1106267,-1,-1
2022-05-29,-1,509199,-1,-1
2022-05-29,-1,2564665,-1,-1
2022-05-29,-1,1487271,-1,-1
2022-05-29,-1,1420799,-1,-1
2022-05-29,-1,965869,-1,-1
2022-05-30,-1,1748698,-1,-1
2022-05-30,-1,1712120,-1,-1
2022-06-01,-1,2383094,-1,-1
2022-06-01,-1,1109039,-1,-1
2022-06-02,-1,4592298,-1,-1
2022-06-03,-1,794487,-1,-1
2022-06-03,-1,1088873,-1,-1
2022-06-03,-1,4170819,-1,-1
2022-06-03,-1,2106391,-1,-1
2022-06-04,-1,732368,-1,-1
2022-06-04,-1,1433483,-1,-1
2022-06-04,-1,536845,-1,-1
2022-06-05,-1,1018531,-1,-1
2022-06-05,-1,1328807,-1,-1
2022-06-06,-1,3044494,-1,-1
2022-06-07,-1,851686,-1,-1
2022-06-07,-1,3304225,-1,-1
2022-06-08,-1,1172257,-1,-1
2022-06-08,-1,1246856,-1,-1
2022-06-09,-1,3047194,-1,-1
2022-06-09,黑粉滚，ikun和ichicken进。,7831660,http://www.bilibili.com/video/av554803744,554803744
2022-06-10,-1,1598732,-1,-1
2022-06-10,-1,428311,-1,-1
2022-06-11,-1,1215332,-1,-1
2022-06-11,-1,959468,-1,-1
2022-06-11,-1,6397955,-1,-1
2022-06-11,-1,450937,-1,-1
2022-06-11,-1,2858364,-1,-1
2022-06-12,-1,647176,-1,-1
2022-06-13,-1,678893,-1,-1
2022-06-13,-1,2778753,-1,-1
2022-06-14,-1,3899120,-1,-1
2022-06-14,-1,2012103,-1,-1
2022-06-14,-1,2760789,-1,-1
2022-06-15,真的没必要一直黑下去，他真的很优秀！,15866017,http://www.bilibili.com/video/av600072609,600072609
2022-06-15,-1,4666616,-1,-1
2022-06-16,-1,2647163,-1,-1
2022-06-16,-1,2816222,-1,-1
2022-06-16,-1,3355965,-1,-1
2022-06-16,-1,2661167,-1,-1
2022-06-17,-1,1679805,-1,-1
2022-06-17,-1,1905120,-1,-1
2022-06-17,-1,1542918,-1,-1
2022-06-17,-1,1738147,-1,-1
2022-06-17,-1,3346064,-1,-1
2022-06-17,-1,1207932,-1,-1
2022-06-17,-1,1981189,-1,-1
2022-06-18,-1,5520402,-1,-1
2022-06-18,-1,472594,-1,-1
2022-06-18,-1,2803368,-1,-1
2022-06-19,-1,1724427,-1,-1
2022-06-19,-1,1213042,-1,-1
2022-06-20,-1,1286853,-1,-1
2022-06-20,-1,3173961,-1,-1
2022-06-20,-1,3327325,-1,-1
2022-06-21,-1,3092714,-1,-1
2022-06-21,-1,738013,-1,-1
2022-06-21,-1,3536338,-1,-1
2022-06-21,-1,1346585,-1,-1
2022-06-21,-1,3134310,-1,-1
2022-06-21,-1,2195869,-1,-1
2022-06-21,-1,1008878,-1,-1
2022-06-22,-1,2444425,-1,-1
2022-06-22,-1,1496932,-1,-1
2022-06-22,-1,1911741,-1,-1
2022-06-22,-1,1222049,-1,-1
2022-06-23,-1,641105,-1,-1
2022-06-23,-1,1794940,-1,-1
2022-06-23,-1,2448207,-1,-1
2022-06-24,-1,1085511,-1,-1
2022-06-24,-1,6104614,-1,-1
2022-06-24,-1,4287321,-1,-1
2022-06-24,-1,2501573,-1,-1
2022-06-24,-1,1248141,-1,-1
2022-06-24,-1,1015610,-1,-1
2022-06-24,-1,3572479,-1,-1
2022-06-24,-1,3422847,-1,-1
2022-06-24,-1,3960454,-1,-1
2022-06-25,-1,1697646,-1,-1
2022-06-25,-1,2444350,-1,-1
2022-06-25,-1,5985711,-1,-1
2022-06-25,-1,704272,-1,-1
2022-06-25,-1,1151678,-1,-1
2022-06-26,-1,1449296,-1,-1
2022-06-26,-1,754205,-1,-1
2022-06-27,狗 子 偷 嘎 事 件,7848399,http://www.bilibili.com/video/av427869865,427869865
2022-06-27,-1,516589,-1,-1
2022-06-27,-1,860907,-1,-1
2022-06-27,-1,1072025,-1,-1
2022-06-27,-1,2226414,-1,-1
2022-06-27,-1,730250,-1,-1
2022-06-27,-1,428402,-1,-1
2022-06-27,-1,1699217,-1,-1
2022-06-27,-1,1387110,-1,-1
2022-06-27,?鸡你太美，但是二次元?,16087714,http://www.bilibili.com/video/av300325493,300325493
2022-06-28,-1,5336665,-1,-1
2022-06-28,-1,3463339,-1,-1
2022-06-28,-1,2710138,-1,-1
2022-06-28,-1,1505249,-1,-1
2022-06-28,-1,4007785,-1,-1
2022-06-28,-1,1262913,-1,-1
2022-06-28,-1,4864916,-1,-1
2022-06-28,-1,515078,-1,-1
2022-06-28,-1,780823,-1,-1
2022-06-29,只因你太美分解教学，5分钟速成资深IKUN,14642069,http://www.bilibili.com/video/av897884618,897884618
2022-06-29,-1,3518082,-1,-1
2022-06-29,-1,724314,-1,-1
2022-06-29,-1,4320970,-1,-1
2022-06-29,-1,1941421,-1,-1
2022-06-29,-1,4537862,-1,-1
2022-06-30,-1,1000290,-1,-1
2022-06-30,-1,6093925,-1,-1
2022-06-30,-1,3640522,-1,-1
2022-06-30,-1,1114936,-1,-1
2022-06-30,-1,508893,-1,-1
2022-06-30,-1,1179647,-1,-1
2022-07-01,-1,4506812,-1,-1
2022-07-01,-1,1623260,-1,-1
2022-07-01,-1,2176934,-1,-1
2022-07-01,-1,1272321,-1,-1
2022-07-01,-1,1299123,-1,-1
2022-07-01,像素级复刻只因你太美（纯享版）还原神作！,9082597,http://www.bilibili.com/video/av770403980,770403980
2022-07-01,-1,1789531,-1,-1
2022-07-01,莉⚡你⚡太⚡美⚡,7783489,http://www.bilibili.com/video/av897971729,897971729
2022-07-02,-1,1709780,-1,-1
2022-07-02,-1,6555590,-1,-1
2022-07-02,-1,744655,-1,-1
2022-07-02,-1,700427,-1,-1
2022-07-02,-1,1654462,-1,-1
2022-07-02,网 抱 从 未 停 止,7109498,http://www.bilibili.com/video/av983073504,983073504
2022-07-02,-1,853272,-1,-1
2022-07-02,-1,6362492,-1,-1
2022-07-02,-1,1217685,-1,-1
2022-07-02,-1,2231492,-1,-1
2022-07-03,-1,3628808,-1,-1
2022-07-03,-1,1546428,-1,-1
2022-07-03,-1,1000085,-1,-1
2022-07-03,-1,1809536,-1,-1
2022-07-03,-1,3990600,-1,-1
2022-07-03,-1,3254829,-1,-1
2022-07-03,-1,1911291,-1,-1
2022-07-03,-1,5389540,-1,-1
2022-07-03,-1,1741440,-1,-1
2022-07-03,-1,925610,-1,-1
2022-07-03,-1,1982019,-1,-1
2022-07-03,-1,961561,-1,-1
2022-07-04,-1,4187232,-1,-1
2022-07-04,-1,2340398,-1,-1
2022-07-04,-1,2215237,-1,-1
2022-07-04,-1,4922595,-1,-1
2022-07-04,鸡你太美Remix，但是真ikun,8296001,http://www.bilibili.com/video/av813062682,813062682
2022-07-04,-1,1886993,-1,-1
2022-07-05,-1,4839125,-1,-1
2022-07-05,-1,825477,-1,-1
2022-07-05,-1,1200067,-1,-1
2022-07-05,-1,2515042,-1,-1
2022-07-05,-1,801834,-1,-1
2022-07-05,-1,2952053,-1,-1
2022-07-05,-1,1149370,-1,-1
2022-07-05,-1,609775,-1,-1
2022-07-06,-1,1262296,-1,-1
2022-07-06,-1,1313484,-1,-1
2022-07-06,-1,1507618,-1,-1
2022-07-06,-1,1038642,-1,-1
2022-07-06,-1,680888,-1,-1
2022-07-06,-1,2059163,-1,-1
2022-07-07,-1,4431308,-1,-1
2022-07-07,-1,885386,-1,-1
2022-07-07,-1,1612532,-1,-1
2022-07-07,-1,1531847,-1,-1
2022-07-07,-1,1339629,-1,-1
2022-07-08,-1,620041,-1,-1
2022-07-08,-1,5289686,-1,-1
2022-07-08,-1,2376927,-1,-1
2022-07-08,-1,2528463,-1,-1
2022-07-08,-1,1188071,-1,-1
2022-07-08,-1,2912119,-1,-1
2022-07-08,-1,1007615,-1,-1
2022-07-08,-1,1907948,-1,-1
2022-07-09,-1,2448101,-1,-1
2022-07-09,IKUN专项训练,7745566,http://www.bilibili.com/video/av728132443,728132443
2022-07-09,-1,1599158,-1,-1
2022-07-09,-1,1551075,-1,-1
2022-07-10,-1,2385311,-1,-1
2022-07-10,-1,1842634,-1,-1
2022-07-10,-1,1739190,-1,-1
2022-07-10,-1,1065191,-1,-1
2022-07-10,-1,1093259,-1,-1
2022-07-10,坤 坤 大 战 三 浦,13205712,http://www.bilibili.com/video/av343323510,343323510
2022-07-11,-1,1424290,-1,-1
2022-07-11,-1,2759896,-1,-1
2022-07-11,-1,1442278,-1,-1
2022-07-11,-1,2369364,-1,-1
2022-07-11,-1,1305878,-1,-1
2022-07-11,-1,1156469,-1,-1
2022-07-11,-1,490721,-1,-1
2022-07-12,-1,1889912,-1,-1
2022-07-12,-1,463611,-1,-1
2022-07-12,-1,5915525,-1,-1
2022-07-12,-1,1257243,-1,-1
2022-07-12,-1,1083009,-1,-1
2022-07-13,【特效向】最 离 大 谱 的 作 品,9042812,http://www.bilibili.com/video/av685884325,685884325
2022-07-13,-1,623522,-1,-1
2022-07-13,-1,1275199,-1,-1
2022-07-13,-1,1162728,-1,-1
2022-07-13,-1,1417540,-1,-1
2022-07-13,-1,3603052,-1,-1
2022-07-14,-1,1891079,-1,-1
2022-07-14,-1,569130,-1,-1
2022-07-15,-1,2577582,-1,-1
2022-07-15,-1,1720301,-1,-1
2022-07-15,究竟网络暴力带来了什么？,8736631,http://www.bilibili.com/video/av385907876,385907876
2022-07-15,-1,1284259,-1,-1
2022-07-15,-1,541139,-1,-1
2022-07-15,-1,1592262,-1,-1
2022-07-15,-1,1732554,-1,-1
2022-07-15,-1,429370,-1,-1
2022-07-15,-1,2783180,-1,-1
2022-07-15,-1,1473476,-1,-1
2022-07-15,-1,516900,-1,-1
2022-07-15,-1,2832418,-1,-1
2022-07-16,-1,6560215,-1,-1
2022-07-16,-1,543558,-1,-1
2022-07-16,-1,1036066,-1,-1
2022-07-16,-1,2522535,-1,-1
2022-07-16,-1,419921,-1,-1
2022-07-16,-1,2446174,-1,-1
2022-07-16,-1,1068835,-1,-1
2022-07-16,-1,780948,-1,-1
2022-07-16,-1,1331762,-1,-1
2022-07-16,-1,513415,-1,-1
2022-07-17,?鸡你太美，但是母鸡?,13893273,http://www.bilibili.com/video/av983574668,983574668
2022-07-17,-1,1105215,-1,-1
2022-07-17,-1,1631120,-1,-1
2022-07-17,-1,2001459,-1,-1
2022-07-17,-1,747194,-1,-1
2022-07-17,-1,762619,-1,-1
2022-07-17,-1,1796508,-1,-1
2022-07-17,-1,2759286,-1,-1
2022-07-17,-1,1856592,-1,-1
2022-07-17,-1,1188989,-1,-1
2022-07-17,-1,3320603,-1,-1
2022-07-18,-1,1862690,-1,-1
2022-07-18,-1,913586,-1,-1
2022-07-18,-1,4132353,-1,-1
2022-07-18,-1,1646965,-1,-1
2022-07-18,-1,1224235,-1,-1
2022-07-18,-1,1716988,-1,-1
2022-07-18,-1,1073438,-1,-1
2022-07-19,-1,1704152,-1,-1
2022-07-19,-1,2798123,-1,-1
2022-07-19,-1,445627,-1,-1
2022-07-19,-1,1553445,-1,-1
2022-07-19,-1,1136838,-1,-1
2022-07-19,-1,4386353,-1,-1
2022-07-19,-1,922971,-1,-1
2022-07-20,-1,1087173,-1,-1
2022-07-20,-1,1207500,-1,-1
2022-07-20,-1,2107862,-1,-1
2022-07-20,-1,436126,-1,-1
2022-07-20,-1,2035499,-1,-1
2022-07-20,-1,1287190,-1,-1
2022-07-20,-1,1011879,-1,-1
2022-07-20,-1,3536895,-1,-1
2022-07-20,-1,825671,-1,-1
2022-07-20,-1,2555730,-1,-1
2022-07-20,-1,4691454,-1,-1
2022-07-21,-1,523203,-1,-1
2022-07-21,-1,2936153,-1,-1
2022-07-21,-1,640374,-1,-1
2022-07-21,-1,3679548,-1,-1
2022-07-21,-1,526617,-1,-1
2022-07-21,-1,1150117,-1,-1
2022-07-21,-1,1343264,-1,-1
2022-07-21,-1,1093724,-1,-1
2022-07-21,-1,981019,-1,-1
2022-07-21,-1,1101583,-1,-1
2022-07-21,-1,3310316,-1,-1
2022-07-21,-1,532794,-1,-1
2022-07-21,-1,6236289,-1,-1
2022-07-22,-1,1745992,-1,-1
2022-07-22,-1,5304180,-1,-1
2022-07-22,-1,1025621,-1,-1
2022-07-22,-1,3397728,-1,-1
2022-07-22,-1,1532444,-1,-1
2022-07-22,-1,2263709,-1,-1
2022-07-22,-1,2510889,-1,-1
2022-07-22,-1,661642,-1,-1
2022-07-22,-1,1406353,-1,-1
2022-07-22,-1,1084880,-1,-1
2022-07-22,-1,468401,-1,-1
2022-07-23,-1,1438413,-1,-1
2022-07-23,-1,764292,-1,-1
2022-07-23,-1,2045605,-1,-1
2022-07-23,-1,633468,-1,-1
2022-07-23,-1,1446468,-1,-1
2022-07-23,-1,3370098,-1,-1
2022-07-23,-1,3696590,-1,-1
2022-07-23,-1,637211,-1,-1
2022-07-23,-1,3970975,-1,-1
2022-07-24,-1,846755,-1,-1
2022-07-24,-1,1501337,-1,-1
2022-07-24,-1,2214545,-1,-1
2022-07-24,-1,2023523,-1,-1
2022-07-24,-1,932918,-1,-1
2022-07-24,-1,3397391,-1,-1
2022-07-25,-1,686169,-1,-1
2022-07-25,-1,1216616,-1,-1
2022-07-25,-1,1604678,-1,-1
2022-07-25,-1,1429000,-1,-1
2022-07-25,-1,892604,-1,-1
2022-07-25,-1,904359,-1,-1
2022-07-25,-1,2656844,-1,-1
2022-07-25,-1,1584784,-1,-1
2022-07-25,-1,1971673,-1,-1
2022-07-25,-1,2323348,-1,-1
2022-07-25,-1,1320467,-1,-1
2022-07-25,-1,2351047,-1,-1
2022-07-26,-1,1190483,-1,-1
2022-07-26,-1,755231,-1,-1
2022-07-26,-1,1458038,-1,-1
2022-07-26,-1,5871344,-1,-1
2022-07-26,-1,2136849,-1,-1
2022-07-26,-1,5800908,-1,-1
2022-07-26,-1,692805,-1,-1
2022-07-26,-1,491831,-1,-1
2022-07-26,-1,1183527,-1,-1
2022-07-26,大家好，这是练习时长2个半小时的女ikun,8620956,http://www.bilibili.com/video/av301303646,301303646
2022-07-26,-1,2201279,-1,-1
2022-07-26,-1,1715538,-1,-1
2022-07-26,-1,1617646,-1,-1
2022-07-26,-1,3119338,-1,-1
2022-07-26,-1,1228805,-1,-1
2022-07-27,-1,2767708,-1,-1
2022-07-27,-1,510261,-1,-1
2022-07-27,-1,5927023,-1,-1
2022-07-27,-1,1985294,-1,-1
2022-07-27,-1,1727586,-1,-1
2022-07-27,-1,2654760,-1,-1
2022-07-27,-1,486039,-1,-1
2022-07-27,-1,3816574,-1,-1
2022-07-27,-1,2115026,-1,-1
2022-07-27,-1,2004677,-1,-1
2022-07-27,-1,2739340,-1,-1
2022-07-27,-1,3706977,-1,-1
2022-07-27,-1,2481686,-1,-1
2022-07-28,-1,1334031,-1,-1
2022-07-28,-1,1177111,-1,-1
2022-07-28,-1,2958888,-1,-1
2022-07-28,-1,2239341,-1,-1
2022-07-28,-1,1426197,-1,-1
2022-07-28,-1,2566775,-1,-1
2022-07-28,-1,571662,-1,-1
2022-07-29,-1,739104,-1,-1
2022-07-29,-1,646910,-1,-1
2022-07-29,-1,2535070,-1,-1
2022-07-29,-1,443068,-1,-1
2022-07-29,-1,551435,-1,-1
2022-07-29,-1,1683265,-1,-1
2022-07-29,-1,687895,-1,-1
2022-07-29,-1,1550918,-1,-1
2022-07-29,-1,5710672,-1,-1
2022-07-30,-1,1821166,-1,-1
2022-07-30,-1,3257822,-1,-1
2022-07-30,-1,601651,-1,-1
2022-07-30,-1,824631,-1,-1
2022-07-30,-1,1168288,-1,-1
2022-07-30,-1,1120789,-1,-1
2022-07-30,-1,2876639,-1,-1
2022-07-30,-1,2551910,-1,-1
2022-07-31,-1,1124242,-1,-1
2022-07-31,-1,2454478,-1,-1
2022-07-31,-1,510270,-1,-1
2022-07-31,-1,1362532,-1,-1
2022-07-31,-1,719615,-1,-1
2022-07-31,-1,761940,-1,-1
2022-07-31,-1,1053446,-1,-1
2022-07-31,-1,5307042,-1,-1
2022-08-01,-1,1436527,-1,-1
2022-08-01,-1,1423093,-1,-1
2022-08-01,-1,1262310,-1,-1
2022-08-01,-1,1025289,-1,-1
2022-08-01,-1,851676,-1,-1
2022-08-01,-1,577771,-1,-1
2022-08-01,-1,1013307,-1,-1
2022-08-01,-1,1826473,-1,-1
2022-08-01,-1,2598136,-1,-1
2022-08-02,纳米ikun，黑子 !,9154345,http://www.bilibili.com/video/av429021141,429021141
2022-08-02,-1,613845,-1,-1
2022-08-02,-1,957812,-1,-1
2022-08-02,-1,731999,-1,-1
2022-08-02,-1,1023050,-1,-1
2022-08-02,-1,651765,-1,-1
2022-08-02,-1,557379,-1,-1
2022-08-02,-1,1887991,-1,-1
2022-08-02,-1,755829,-1,-1
2022-08-02,-1,1982689,-1,-1
2022-08-03,-1,3909201,-1,-1
2022-08-03,-1,517614,-1,-1
2022-08-03,-1,1578223,-1,-1
2022-08-03,-1,1492465,-1,-1
2022-08-03,-1,577567,-1,-1
2022-08-03,-1,1171878,-1,-1
2022-08-03,-1,1314606,-1,-1
2022-08-04,-1,551226,-1,-1
2022-08-04,-1,1301494,-1,-1
2022-08-04,-1,962486,-1,-1
2022-08-05,-1,2523433,-1,-1
2022-08-05,-1,1761369,-1,-1
2022-08-05,-1,1152203,-1,-1
2022-08-05,-1,4192708,-1,-1
2022-08-05,-1,774124,-1,-1
2022-08-05,-1,421507,-1,-1
2022-08-05,-1,566298,-1,-1
2022-08-05,-1,1006977,-1,-1
2022-08-05,-1,3388070,-1,-1
2022-08-05,-1,927577,-1,-1
2022-08-06,-1,2370209,-1,-1
2022-08-06,-1,630289,-1,-1
2022-08-06,-1,812130,-1,-1
2022-08-06,-1,1916220,-1,-1
2022-08-06,-1,2225714,-1,-1
2022-08-06,-1,1776954,-1,-1
2022-08-06,-1,5303923,-1,-1
2022-08-06,-1,1475967,-1,-1
2022-08-06,-1,1078872,-1,-1
2022-08-06,-1,722037,-1,-1
2022-08-06,-1,1260777,-1,-1
2022-08-06,-1,1491814,-1,-1
2022-08-07,-1,2296303,-1,-1
2022-08-07,-1,2175596,-1,-1
2022-08-07,-1,426248,-1,-1
2022-08-07,-1,2114896,-1,-1
2022-08-07,-1,1672040,-1,-1
2022-08-07,-1,669703,-1,-1
2022-08-07,-1,1047030,-1,-1
2022-08-07,-1,950448,-1,-1
2022-08-07,-1,445843,-1,-1
2022-08-07,-1,3206263,-1,-1
2022-08-07,-1,680265,-1,-1
2022-08-07,-1,1215725,-1,-1
2022-08-07,-1,727176,-1,-1
2022-08-08,-1,998169,-1,-1
2022-08-08,-1,2161733,-1,-1
2022-08-08,-1,1308886,-1,-1
2022-08-08,-1,730107,-1,-1
2022-08-08,-1,3340549,-1,-1
2022-08-08,-1,1389626,-1,-1
2022-08-08,-1,1052299,-1,-1
2022-08-08,-1,1513012,-1,-1
2022-08-08,-1,1000425,-1,-1
2022-08-08,-1,639389,-1,-1
2022-08-09,-1,504724,-1,-1
2022-08-09,-1,720417,-1,-1
2022-08-09,-1,1067785,-1,-1
2022-08-09,-1,1629637,-1,-1
2022-08-09,-1,1205290,-1,-1
2022-08-09,-1,1234135,-1,-1
2022-08-09,-1,2392521,-1,-1
2022-08-09,-1,976528,-1,-1
2022-08-09,-1,1054887,-1,-1
2022-08-09,-1,721337,-1,-1
2022-08-10,-1,578418,-1,-1
2022-08-10,-1,1158864,-1,-1
2022-08-10,-1,2477400,-1,-1
2022-08-10,-1,1315810,-1,-1
2022-08-10,-1,878952,-1,-1
2022-08-10,-1,1099118,-1,-1
2022-08-10,-1,1164288,-1,-1
2022-08-10,-1,1566968,-1,-1
2022-08-10,-1,462724,-1,-1
2022-08-10,-1,854263,-1,-1
2022-08-11,-1,1569020,-1,-1
2022-08-11,-1,703476,-1,-1
2022-08-11,-1,1343200,-1,-1
2022-08-11,-1,448334,-1,-1
2022-08-11,-1,1809423,-1,-1
2022-08-11,-1,1019494,-1,-1
2022-08-11,-1,2053601,-1,-1
2022-08-11,-1,2707454,-1,-1
2022-08-12,-1,4978580,-1,-1
2022-08-12,-1,1130442,-1,-1
2022-08-12,-1,4499882,-1,-1
2022-08-12,-1,1454538,-1,-1
2022-08-13,当蔡徐坤看到自己的鬼畜时,9154434,http://www.bilibili.com/video/av599486147,599486147
2022-08-13,-1,872346,-1,-1
2022-08-13,-1,2818021,-1,-1
2022-08-13,-1,545428,-1,-1
2022-08-13,-1,1220014,-1,-1
2022-08-13,-1,1131909,-1,-1
2022-08-13,-1,4153614,-1,-1
2022-08-13,-1,720639,-1,-1
2022-08-13,-1,803863,-1,-1
2022-08-13,-1,1450063,-1,-1
2022-08-13,-1,3566515,-1,-1
2022-08-14,-1,2465059,-1,-1
2022-08-14,-1,5294491,-1,-1
2022-08-14,-1,3706795,-1,-1
2022-08-14,-1,2193876,-1,-1
2022-08-14,-1,1525523,-1,-1
2022-08-14,-1,1313763,-1,-1
2022-08-14,-1,1318964,-1,-1
2022-08-14,-1,1100004,-1,-1
2022-08-14,-1,1263294,-1,-1
2022-08-15,-1,547651,-1,-1
2022-08-15,-1,843903,-1,-1
2022-08-15,-1,6128353,-1,-1
2022-08-15,-1,1577019,-1,-1
2022-08-15,-1,601711,-1,-1
2022-08-15,-1,836560,-1,-1
2022-08-15,-1,2499653,-1,-1
2022-08-15,-1,3402213,-1,-1
2022-08-16,-1,1488498,-1,-1
2022-08-16,-1,2061785,-1,-1
2022-08-16,-1,1232712,-1,-1
2022-08-16,-1,800120,-1,-1
2022-08-16,-1,1479781,-1,-1
2022-08-16,-1,761102,-1,-1
2022-08-17,-1,1649885,-1,-1
2022-08-17,-1,2815084,-1,-1
2022-08-17,-1,2568466,-1,-1
2022-08-17,-1,1110237,-1,-1
2022-08-17,-1,610335,-1,-1
2022-08-17,-1,1873518,-1,-1
2022-08-17,-1,2290334,-1,-1
2022-08-18,-1,1065645,-1,-1
2022-08-18,-1,1085214,-1,-1
2022-08-18,-1,730003,-1,-1
2022-08-18,-1,1777932,-1,-1
2022-08-18,终于逮到这个黑子了！,9137187,http://www.bilibili.com/video/av772185514,772185514
2022-08-18,-1,2732864,-1,-1
2022-08-18,-1,846324,-1,-1
2022-08-18,你们这群人食不食油饼哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,9867775,http://www.bilibili.com/video/av429629253,429629253
2022-08-18,-1,848169,-1,-1
2022-08-18,-1,1702077,-1,-1
2022-08-18,-1,2365323,-1,-1
2022-08-18,【4K顶级画质60FPS】蔡徐坤《只因你太美》原版完整版现场！一晃眼6年过去了,10492589,http://www.bilibili.com/video/av984714877,984714877
2022-08-19,-1,892258,-1,-1
2022-08-19,-1,916108,-1,-1
2022-08-19,-1,635910,-1,-1
2022-08-19,-1,750049,-1,-1
2022-08-19,-1,1820709,-1,-1
2022-08-19,-1,2694220,-1,-1
2022-08-19,-1,2163394,-1,-1
2022-08-19,-1,1104176,-1,-1
2022-08-19,-1,748960,-1,-1
2022-08-19,-1,1565970,-1,-1
2022-08-19,-1,2225531,-1,-1
2022-08-20,-1,1214087,-1,-1
2022-08-20,-1,2236013,-1,-1
2022-08-20,-1,2116087,-1,-1
2022-08-20,-1,2465899,-1,-1
2022-08-20,-1,749870,-1,-1
2022-08-20,-1,1547676,-1,-1
2022-08-20,-1,1023854,-1,-1
2022-08-20,-1,450542,-1,-1
2022-08-20,-1,988584,-1,-1
2022-08-21,-1,4635514,-1,-1
2022-08-21,-1,6752003,-1,-1
2022-08-21,-1,2182631,-1,-1
2022-08-21,-1,1793591,-1,-1
2022-08-21,-1,628622,-1,-1
2022-08-21,-1,4080747,-1,-1
2022-08-21,-1,1234856,-1,-1
2022-08-21,-1,775458,-1,-1
2022-08-21,-1,553006,-1,-1
2022-08-21,-1,899438,-1,-1
2022-08-21,-1,3384908,-1,-1
2022-08-21,-1,3322445,-1,-1
2022-08-21,-1,1000425,-1,-1
2022-08-21,-1,908189,-1,-1
2022-08-21,-1,1531116,-1,-1
2022-08-22,-1,426586,-1,-1
2022-08-22,-1,464814,-1,-1
2022-08-22,-1,1225708,-1,-1
2022-08-22,-1,1261952,-1,-1
2022-08-22,-1,2427144,-1,-1
2022-08-22,-1,1493610,-1,-1
2022-08-23,-1,1000654,-1,-1
2022-08-23,-1,2545192,-1,-1
2022-08-23,-1,1066962,-1,-1
2022-08-23,-1,2788837,-1,-1
2022-08-23,-1,1395288,-1,-1
2022-08-23,-1,457683,-1,-1
2022-08-23,-1,2335758,-1,-1
2022-08-23,-1,2600474,-1,-1
2022-08-23,-1,1301813,-1,-1
2022-08-24,-1,632093,-1,-1
2022-08-24,-1,1800688,-1,-1
2022-08-24,-1,1281068,-1,-1
2022-08-24,-1,2412639,-1,-1
2022-08-24,-1,2540705,-1,-1
2022-08-24,-1,484351,-1,-1
2022-08-24,-1,2113385,-1,-1
2022-08-24,-1,819192,-1,-1
2022-08-24,-1,857242,-1,-1
2022-08-25,-1,2429767,-1,-1
2022-08-25,-1,2751048,-1,-1
2022-08-25,-1,1868914,-1,-1
2022-08-25,-1,1721854,-1,-1
2022-08-25,-1,956880,-1,-1
2022-08-25,-1,742596,-1,-1
2022-08-25,-1,2522961,-1,-1
2022-08-25,-1,844630,-1,-1
2022-08-25,-1,425855,-1,-1
2022-08-26,-1,4564354,-1,-1
2022-08-26,-1,2321554,-1,-1
2022-08-26,-1,6391094,-1,-1
2022-08-26,-1,1528663,-1,-1
2022-08-26,-1,2229708,-1,-1
2022-08-26,-1,1410803,-1,-1
2022-08-26,-1,1084424,-1,-1
2022-08-26,-1,1626616,-1,-1
2022-08-26,-1,1656609,-1,-1
2022-08-27,-1,1092144,-1,-1
2022-08-27,-1,5951160,-1,-1
2022-08-27,-1,1826519,-1,-1
2022-08-27,-1,888972,-1,-1
2022-08-27,-1,3168508,-1,-1
2022-08-27,-1,1436168,-1,-1
2022-08-27,-1,1139064,-1,-1
2022-08-27,-1,1060179,-1,-1
2022-08-27,-1,421950,-1,-1
2022-08-27,-1,1143954,-1,-1
2022-08-27,-1,903028,-1,-1
2022-08-28,-1,4113024,-1,-1
2022-08-28,-1,1124908,-1,-1
2022-08-28,-1,1742467,-1,-1
2022-08-28,-1,1798688,-1,-1
2022-08-28,-1,915150,-1,-1
2022-08-28,-1,3020211,-1,-1
2022-08-28,-1,1539884,-1,-1
2022-08-28,-1,1584509,-1,-1
2022-08-28,-1,1099828,-1,-1
2022-08-28,-1,1606006,-1,-1
2022-08-28,-1,3345084,-1,-1
2022-08-28,-1,2389102,-1,-1
2022-08-28,-1,494948,-1,-1
2022-08-29,-1,1234991,-1,-1
2022-08-29,-1,760915,-1,-1
2022-08-30,-1,3711161,-1,-1
2022-08-30,-1,2164061,-1,-1
2022-08-30,-1,436204,-1,-1
2022-08-30,-1,2304071,-1,-1
2022-08-31,-1,1856171,-1,-1
2022-08-31,-1,468631,-1,-1
2022-08-31,-1,1028308,-1,-1
2022-08-31,-1,2716171,-1,-1
2022-08-31,-1,672853,-1,-1
2022-08-31,-1,6546229,-1,-1
2022-08-31,-1,2050676,-1,-1
2022-08-31,-1,5113396,-1,-1
2022-08-31,-1,1053315,-1,-1
2022-09-01,-1,902190,-1,-1
2022-09-01,-1,661175,-1,-1
2022-09-01,-1,1850205,-1,-1
2022-09-01,-1,4408180,-1,-1
2022-09-01,-1,991595,-1,-1
2022-09-01,-1,825135,-1,-1
2022-09-01,-1,2487457,-1,-1
2022-09-02,-1,1150186,-1,-1
2022-09-02,-1,1670894,-1,-1
2022-09-02,-1,4915066,-1,-1
2022-09-02,-1,1791936,-1,-1
2022-09-02,-1,1852769,-1,-1
2022-09-02,-1,650161,-1,-1
