pubdate,title,play,arcurl,aid
2022-09-02,-1,1941745,-1,-1
2022-09-03,-1,1328708,-1,-1
2022-09-03,-1,2311797,-1,-1
2022-09-03,-1,1640567,-1,-1
2022-09-03,-1,2183919,-1,-1
2022-09-03,-1,1126820,-1,-1
2022-09-03,-1,629874,-1,-1
2022-09-04,-1,1072238,-1,-1
2022-09-04,-1,765783,-1,-1
2022-09-04,-1,1374330,-1,-1
2022-09-04,-1,759631,-1,-1
2022-09-04,-1,1634921,-1,-1
2022-09-04,-1,585009,-1,-1
2022-09-04,-1,1582079,-1,-1
2022-09-04,-1,1619226,-1,-1
2022-09-04,-1,529923,-1,-1
2022-09-04,-1,1178563,-1,-1
2022-09-04,-1,3547388,-1,-1
2022-09-04,-1,2641347,-1,-1
2022-09-05,-1,1083289,-1,-1
2022-09-05,-1,1434946,-1,-1
2022-09-05,-1,1544221,-1,-1
2022-09-05,-1,463487,-1,-1
2022-09-05,-1,3945721,-1,-1
2022-09-05,-1,436931,-1,-1
2022-09-05,-1,533074,-1,-1
2022-09-06,-1,4210323,-1,-1
2022-09-06,-1,952966,-1,-1
2022-09-07,-1,603977,-1,-1
2022-09-07,-1,508999,-1,-1
2022-09-07,-1,590330,-1,-1
2022-09-08,-1,646482,-1,-1
2022-09-08,-1,1577201,-1,-1
2022-09-08,-1,1317234,-1,-1
2022-09-08,-1,1209864,-1,-1
2022-09-08,-1,1081935,-1,-1
2022-09-08,-1,1053096,-1,-1
2022-09-08,-1,3412353,-1,-1
2022-09-09,【定格动画】小黑子小白子,11282481,http://www.bilibili.com/video/av730300329,730300329
2022-09-09,-1,2816289,-1,-1
2022-09-09,-1,3591283,-1,-1
2022-09-09,-1,840746,-1,-1
2022-09-09,-1,1058434,-1,-1
2022-09-09,-1,660587,-1,-1
2022-09-09,-1,1079519,-1,-1
2022-09-09,-1,2262806,-1,-1
2022-09-09,-1,852737,-1,-1
2022-09-09,-1,1029732,-1,-1
2022-09-10,-1,1282420,-1,-1
2022-09-10,-1,2036274,-1,-1
2022-09-10,-1,6902672,-1,-1
2022-09-10,-1,638476,-1,-1
2022-09-10,-1,1495843,-1,-1
2022-09-10,-1,3512243,-1,-1
2022-09-10,-1,1287374,-1,-1
2022-09-10,-1,5129590,-1,-1
2022-09-10,-1,541005,-1,-1
2022-09-10,-1,1339222,-1,-1
2022-09-10,-1,453153,-1,-1
2022-09-10,-1,4126705,-1,-1
2022-09-10,-1,5472293,-1,-1
2022-09-10,-1,4592755,-1,-1
2022-09-10,-1,1279177,-1,-1
2022-09-10,-1,1727037,-1,-1
2022-09-10,是时候复习这档综艺的神人们了！笑到头掉的鬼畜宝库【偶像练习生】,9803665,http://www.bilibili.com/video/av645377284,645377284
2022-09-11,-1,506746,-1,-1
2022-09-11,-1,2381031,-1,-1
2022-09-11,-1,1045629,-1,-1
2022-09-11,-1,1843907,-1,-1
2022-09-12,-1,1270147,-1,-1
2022-09-12,-1,3426098,-1,-1
2022-09-12,-1,1198927,-1,-1
2022-09-12,-1,1993135,-1,-1
2022-09-12,-1,458135,-1,-1
2022-09-12,-1,3002981,-1,-1
2022-09-12,-1,3508399,-1,-1
2022-09-12,-1,1581591,-1,-1
2022-09-12,-1,1573305,-1,-1
2022-09-13,-1,997390,-1,-1
2022-09-13,-1,1539844,-1,-1
2022-09-13,-1,1704335,-1,-1
2022-09-14,-1,892939,-1,-1
2022-09-14,问一下这个大西洋的轮廓是真的吗？,8059087,http://www.bilibili.com/video/av560451815,560451815
2022-09-14,-1,1881939,-1,-1
2022-09-14,-1,743044,-1,-1
2022-09-14,-1,1537023,-1,-1
2022-09-14,-1,1570456,-1,-1
2022-09-14,-1,2896494,-1,-1
2022-09-14,-1,435900,-1,-1
2022-09-14,-1,6957038,-1,-1
2022-09-14,-1,735540,-1,-1
2022-09-15,-1,1093518,-1,-1
2022-09-15,-1,517875,-1,-1
2022-09-15,-1,691875,-1,-1
2022-09-15,-1,1554343,-1,-1
2022-09-15,-1,678766,-1,-1
2022-09-16,-1,2055428,-1,-1
2022-09-16,-1,4982710,-1,-1
2022-09-16,-1,6442965,-1,-1
2022-09-16,-1,1554243,-1,-1
2022-09-16,-1,3557100,-1,-1
2022-09-16,-1,944235,-1,-1
2022-09-16,-1,988517,-1,-1
2022-09-16,-1,869019,-1,-1
2022-09-17,-1,1379757,-1,-1
2022-09-17,-1,737242,-1,-1
2022-09-17,-1,1187336,-1,-1
2022-09-17,-1,2528952,-1,-1
2022-09-17,-1,561966,-1,-1
2022-09-17,-1,1064810,-1,-1
2022-09-17,-1,1916245,-1,-1
2022-09-17,-1,1219878,-1,-1
2022-09-17,-1,1966043,-1,-1
2022-09-18,-1,731116,-1,-1
2022-09-18,-1,3693281,-1,-1
2022-09-18,-1,1749223,-1,-1
2022-09-18,-1,2504654,-1,-1
2022-09-18,-1,4420552,-1,-1
2022-09-18,-1,916056,-1,-1
2022-09-19,-1,3572410,-1,-1
2022-09-19,-1,900591,-1,-1
2022-09-19,-1,4094532,-1,-1
2022-09-19,-1,2644548,-1,-1
2022-09-19,-1,1325274,-1,-1
2022-09-19,-1,1044948,-1,-1
2022-09-19,-1,1247990,-1,-1
2022-09-20,-1,4731483,-1,-1
2022-09-20,-1,1213455,-1,-1
2022-09-20,-1,1203342,-1,-1
2022-09-21,-1,1065481,-1,-1
2022-09-21,-1,498640,-1,-1
2022-09-21,-1,1251529,-1,-1
2022-09-21,-1,6120554,-1,-1
2022-09-22,-1,1719653,-1,-1
2022-09-22,-1,1591122,-1,-1
2022-09-22,-1,3798664,-1,-1
2022-09-22,-1,1137674,-1,-1
2022-09-22,-1,973704,-1,-1
2022-09-22,-1,4609221,-1,-1
2022-09-22,-1,566469,-1,-1
2022-09-22,-1,883992,-1,-1
2022-09-23,-1,4457338,-1,-1
2022-09-23,-1,527458,-1,-1
2022-09-23,-1,1753361,-1,-1
2022-09-23,-1,842528,-1,-1
2022-09-23,-1,3329721,-1,-1
2022-09-23,-1,797935,-1,-1
2022-09-23,-1,524079,-1,-1
2022-09-23,-1,990586,-1,-1
2022-09-24,-1,2873048,-1,-1
2022-09-24,-1,1572961,-1,-1
2022-09-24,-1,1999107,-1,-1
2022-09-24,-1,837468,-1,-1
2022-09-24,-1,2416783,-1,-1
2022-09-24,-1,569309,-1,-1
2022-09-24,-1,1368842,-1,-1
2022-09-24,-1,808999,-1,-1
2022-09-24,-1,1337300,-1,-1
2022-09-24,-1,481387,-1,-1
2022-09-24,-1,1183129,-1,-1
2022-09-24,-1,1677597,-1,-1
2022-09-25,-1,574240,-1,-1
2022-09-25,-1,2593411,-1,-1
2022-09-26,-1,814575,-1,-1
2022-09-26,-1,1400074,-1,-1
2022-09-26,-1,1255511,-1,-1
2022-09-26,-1,796041,-1,-1
2022-09-26,-1,1214443,-1,-1
2022-09-27,-1,1779665,-1,-1
2022-09-27,-1,855070,-1,-1
2022-09-27,-1,1369878,-1,-1
2022-09-27,-1,1326743,-1,-1
2022-09-27,-1,644352,-1,-1
2022-09-27,-1,1552283,-1,-1
2022-09-27,-1,908068,-1,-1
2022-09-27,-1,1632022,-1,-1
2022-09-27,-1,1944502,-1,-1
2022-09-28,-1,1292786,-1,-1
2022-09-28,-1,3994554,-1,-1
2022-09-28,-1,1229249,-1,-1
2022-09-28,-1,610586,-1,-1
2022-09-28,-1,505624,-1,-1
2022-09-28,-1,1587250,-1,-1
2022-09-28,-1,4285222,-1,-1
2022-09-28,-1,448533,-1,-1
2022-09-28,-1,480699,-1,-1
2022-09-29,-1,898320,-1,-1
2022-09-29,-1,456036,-1,-1
2022-09-29,-1,1523326,-1,-1
2022-09-29,-1,899165,-1,-1
2022-09-29,-1,1143073,-1,-1
2022-09-29,-1,1012406,-1,-1
2022-09-29,-1,3292172,-1,-1
2022-09-29,-1,1367055,-1,-1
2022-09-29,-1,2967713,-1,-1
2022-09-29,-1,1115554,-1,-1
2022-09-29,-1,635620,-1,-1
2022-09-29,-1,1380042,-1,-1
2022-09-30,-1,2254766,-1,-1
2022-09-30,-1,2119057,-1,-1
2022-09-30,-1,1116114,-1,-1
2022-09-30,-1,1117214,-1,-1
2022-09-30,-1,1448025,-1,-1
2022-09-30,-1,1168840,-1,-1
2022-09-30,-1,1502833,-1,-1
2022-09-30,-1,1566093,-1,-1
2022-09-30,-1,1348710,-1,-1
2022-09-30,-1,1436302,-1,-1
2022-09-30,丧坤,8451017,http://www.bilibili.com/video/av388581291,388581291
2022-10-01,-1,1457011,-1,-1
2022-10-01,-1,669173,-1,-1
2022-10-01,-1,3202297,-1,-1
2022-10-01,金色大厅交响乐演奏【只因你太美】（迫真）,8289252,http://www.bilibili.com/video/av388583823,388583823
2022-10-01,-1,487570,-1,-1
2022-10-01,-1,1663127,-1,-1
2022-10-01,-1,881178,-1,-1
2022-10-01,-1,1643191,-1,-1
2022-10-01,-1,2730960,-1,-1
2022-10-02,-1,1359555,-1,-1
2022-10-02,-1,957102,-1,-1
2022-10-02,-1,717749,-1,-1
2022-10-02,-1,5744710,-1,-1
2022-10-02,-1,1643450,-1,-1
2022-10-02,-1,640144,-1,-1
2022-10-02,-1,693817,-1,-1
2022-10-02,-1,577559,-1,-1
2022-10-03,-1,6849588,-1,-1
2022-10-03,-1,5566105,-1,-1
2022-10-03,-1,1984334,-1,-1
2022-10-03,-1,717673,-1,-1
2022-10-03,-1,5534349,-1,-1
2022-10-03,-1,1641516,-1,-1
2022-10-03,-1,3381869,-1,-1
2022-10-03,-1,1666022,-1,-1
2022-10-03,-1,1457636,-1,-1
2022-10-03,-1,2605547,-1,-1
2022-10-03,-1,547756,-1,-1
2022-10-04,-1,1705329,-1,-1
2022-10-04,-1,674065,-1,-1
2022-10-04,-1,1330774,-1,-1
2022-10-04,-1,2354999,-1,-1
2022-10-04,-1,814076,-1,-1
2022-10-04,-1,750151,-1,-1
2022-10-04,-1,4241176,-1,-1
2022-10-04,-1,2611992,-1,-1
2022-10-04,-1,500342,-1,-1
2022-10-04,-1,2106734,-1,-1
2022-10-05,-1,1848551,-1,-1
2022-10-05,-1,4726302,-1,-1
2022-10-05,-1,908214,-1,-1
2022-10-05,-1,984951,-1,-1
2022-10-05,-1,443796,-1,-1
2022-10-05,-1,1402909,-1,-1
2022-10-05,-1,466987,-1,-1
2022-10-06,-1,2862853,-1,-1
2022-10-06,-1,1384271,-1,-1
2022-10-06,-1,656439,-1,-1
2022-10-06,-1,611198,-1,-1
2022-10-06,-1,853833,-1,-1
2022-10-06,-1,1731740,-1,-1
2022-10-06,-1,2317224,-1,-1
2022-10-06,-1,1381211,-1,-1
2022-10-06,-1,2399626,-1,-1
2022-10-07,-1,617034,-1,-1
2022-10-07,-1,2418058,-1,-1
2022-10-07,-1,3955109,-1,-1
2022-10-07,-1,2145579,-1,-1
2022-10-07,-1,950870,-1,-1
2022-10-08,-1,2068630,-1,-1
2022-10-08,-1,1458307,-1,-1
2022-10-08,-1,2553973,-1,-1
2022-10-08,-1,935404,-1,-1
2022-10-08,-1,1571021,-1,-1
2022-10-08,-1,1036319,-1,-1
2022-10-09,-1,528311,-1,-1
2022-10-09,-1,1000527,-1,-1
2022-10-09,-1,2083103,-1,-1
2022-10-09,-1,4236352,-1,-1
2022-10-09,-1,1504072,-1,-1
2022-10-10,-1,1505789,-1,-1
2022-10-10,-1,1294534,-1,-1
2022-10-10,-1,1584434,-1,-1
2022-10-10,-1,1808067,-1,-1
2022-10-10,-1,1373507,-1,-1
2022-10-10,-1,2097940,-1,-1
2022-10-10,-1,2709747,-1,-1
2022-10-11,-1,2062819,-1,-1
2022-10-11,-1,4693857,-1,-1
2022-10-11,-1,2019535,-1,-1
2022-10-11,-1,4455365,-1,-1
2022-10-11,-1,1092998,-1,-1
2022-10-11,-1,961972,-1,-1
2022-10-11,-1,1079451,-1,-1
2022-10-11,-1,1949633,-1,-1
2022-10-12,-1,1391181,-1,-1
2022-10-12,-1,2282736,-1,-1
2022-10-12,-1,988639,-1,-1
2022-10-12,-1,940857,-1,-1
2022-10-12,-1,947153,-1,-1
2022-10-12,-1,561413,-1,-1
2022-10-12,-1,3064950,-1,-1
2022-10-12,-1,642002,-1,-1
2022-10-12,-1,782250,-1,-1
2022-10-13,-1,736758,-1,-1
2022-10-13,-1,1221655,-1,-1
2022-10-13,-1,1591497,-1,-1
2022-10-13,-1,2017860,-1,-1
2022-10-14,-1,1383664,-1,-1
2022-10-14,-1,1593481,-1,-1
2022-10-14,-1,1671152,-1,-1
2022-10-14,-1,5618171,-1,-1
2022-10-14,-1,673015,-1,-1
2022-10-14,-1,573221,-1,-1
2022-10-14,-1,842403,-1,-1
2022-10-14,-1,601270,-1,-1
2022-10-14,-1,518175,-1,-1
2022-10-15,-1,486764,-1,-1
2022-10-15,-1,1097858,-1,-1
2022-10-15,-1,4956389,-1,-1
2022-10-15,-1,587557,-1,-1
2022-10-15,-1,1808505,-1,-1
2022-10-15,-1,5464304,-1,-1
2022-10-15,-1,794543,-1,-1
2022-10-15,-1,5027838,-1,-1
2022-10-15,-1,724844,-1,-1
2022-10-15,-1,2526806,-1,-1
2022-10-16,-1,1185030,-1,-1
2022-10-16,-1,4120106,-1,-1
2022-10-16,-1,2184630,-1,-1
2022-10-16,-1,2532781,-1,-1
2022-10-17,-1,4814878,-1,-1
2022-10-17,-1,1492337,-1,-1
2022-10-17,-1,1564651,-1,-1
2022-10-17,-1,4760342,-1,-1
2022-10-17,-1,779824,-1,-1
2022-10-18,-1,732658,-1,-1
2022-10-18,-1,881731,-1,-1
2022-10-18,-1,1397868,-1,-1
2022-10-19,-1,2029103,-1,-1
2022-10-19,-1,792724,-1,-1
2022-10-19,-1,1666014,-1,-1
2022-10-19,-1,1139033,-1,-1
2022-10-19,-1,979778,-1,-1
2022-10-19,-1,1685271,-1,-1
2022-10-19,-1,5272639,-1,-1
2022-10-19,-1,1375906,-1,-1
2022-10-19,-1,714474,-1,-1
2022-10-20,-1,2289790,-1,-1
2022-10-20,-1,3128031,-1,-1
2022-10-20,-1,1615127,-1,-1
2022-10-20,-1,5638243,-1,-1
2022-10-20,-1,608433,-1,-1
2022-10-20,-1,543609,-1,-1
2022-10-20,-1,615962,-1,-1
2022-10-20,-1,835158,-1,-1
2022-10-20,-1,2221418,-1,-1
2022-10-20,-1,1829309,-1,-1
2022-10-21,-1,1429283,-1,-1
2022-10-22,-1,1279184,-1,-1
2022-10-22,-1,3564741,-1,-1
2022-10-22,-1,593422,-1,-1
2022-10-22,-1,1114166,-1,-1
2022-10-22,-1,1687292,-1,-1
2022-10-22,-1,700717,-1,-1
2022-10-22,-1,636367,-1,-1
2022-10-23,-1,1442473,-1,-1
2022-10-23,-1,4560584,-1,-1
2022-10-23,-1,5157524,-1,-1
2022-10-23,-1,1522942,-1,-1
2022-10-24,-1,3399612,-1,-1
2022-10-24,-1,6884887,-1,-1
2022-10-24,-1,949570,-1,-1
2022-10-24,-1,2298430,-1,-1
2022-10-24,-1,887235,-1,-1
2022-10-24,-1,1307098,-1,-1
2022-10-24,-1,2271749,-1,-1
2022-10-24,-1,508971,-1,-1
2022-10-24,-1,1276333,-1,-1
2022-10-25,-1,515104,-1,-1
2022-10-25,-1,486375,-1,-1
2022-10-25,-1,1171379,-1,-1
2022-10-25,-1,2861306,-1,-1
2022-10-25,-1,719971,-1,-1
2022-10-25,-1,2447942,-1,-1
2022-10-26,&quot;绘制两年半&quot;《小鸡子图》坤坤九年在会鸡山，请网友鉴赏~,8970153,http://www.bilibili.com/video/av646978624,646978624
2022-10-26,《One Last Chicken》,8609033,http://www.bilibili.com/video/av646987161,646987161
2022-10-26,-1,2162381,-1,-1
2022-10-26,-1,1181240,-1,-1
2022-10-26,-1,688500,-1,-1
2022-10-26,-1,6255328,-1,-1
2022-10-26,-1,805463,-1,-1
2022-10-26,-1,3719955,-1,-1
2022-10-26,-1,529169,-1,-1
2022-10-27,-1,1351548,-1,-1
2022-10-27,-1,2187493,-1,-1
2022-10-27,-1,736250,-1,-1
2022-10-27,-1,2544242,-1,-1
2022-10-27,-1,1500146,-1,-1
2022-10-27,-1,1355032,-1,-1
2022-10-27,-1,1473238,-1,-1
2022-10-28,-1,1449387,-1,-1
2022-10-28,-1,560846,-1,-1
2022-10-28,-1,2337109,-1,-1
2022-10-28,-1,4644354,-1,-1
2022-10-28,-1,1024327,-1,-1
2022-10-28,-1,1188703,-1,-1
2022-10-28,-1,3579645,-1,-1
2022-10-28,-1,780655,-1,-1
2022-10-28,鸡 你 太 美 官 方 M V,36870561,http://www.bilibili.com/video/av219590518,219590518
2022-10-28,只因你太美，但是团体版【J-wings】,11388260,http://www.bilibili.com/video/av561967543,561967543
2022-10-29,-1,670243,-1,-1
2022-10-29,-1,1596424,-1,-1
2022-10-30,-1,1527189,-1,-1
2022-10-30,-1,1358209,-1,-1
2022-10-30,-1,4035394,-1,-1
2022-10-30,-1,728463,-1,-1
2022-10-30,-1,1935200,-1,-1
2022-10-30,-1,1131021,-1,-1
2022-10-30,-1,1069756,-1,-1
2022-10-30,-1,2804008,-1,-1
2022-10-31,-1,590356,-1,-1
2022-10-31,-1,2565257,-1,-1
2022-10-31,-1,757272,-1,-1
2022-10-31,-1,471947,-1,-1
2022-10-31,-1,1406280,-1,-1
2022-10-31,-1,1096280,-1,-1
2022-10-31,-1,1862051,-1,-1
2022-10-31,-1,1700460,-1,-1
2022-10-31,-1,2740017,-1,-1
2022-11-01,-1,3122357,-1,-1
2022-11-01,-1,2718283,-1,-1
2022-11-01,-1,1866937,-1,-1
2022-11-01,-1,1689205,-1,-1
2022-11-02,-1,2038978,-1,-1
2022-11-02,-1,2212280,-1,-1
2022-11-03,-1,1684937,-1,-1
2022-11-03,-1,767936,-1,-1
2022-11-03,-1,1039707,-1,-1
2022-11-03,-1,536630,-1,-1
2022-11-04,-1,418042,-1,-1
2022-11-04,-1,770305,-1,-1
2022-11-04,看几遍都觉得好笑哈哈哈,7131015,http://www.bilibili.com/video/av859787379,859787379
2022-11-04,-1,757813,-1,-1
2022-11-04,-1,4129442,-1,-1
2022-11-04,-1,718499,-1,-1
2022-11-04,-1,1426284,-1,-1
2022-11-04,-1,1124180,-1,-1
2022-11-04,-1,2679150,-1,-1
2022-11-05,-1,464708,-1,-1
2022-11-05,-1,1612804,-1,-1
2022-11-05,-1,2489680,-1,-1
2022-11-05,-1,424378,-1,-1
2022-11-05,-1,1201253,-1,-1
2022-11-05,-1,2291998,-1,-1
2022-11-05,本来挺喜欢喝阿萨姆的。,8533257,http://www.bilibili.com/video/av647264175,647264175
2022-11-06,-1,1086810,-1,-1
2022-11-06,-1,6612191,-1,-1
2022-11-06,-1,6597443,-1,-1
2022-11-07,-1,487512,-1,-1
2022-11-07,-1,1112521,-1,-1
2022-11-08,-1,3142582,-1,-1
2022-11-08,-1,3636267,-1,-1
2022-11-09,-1,2287997,-1,-1
2022-11-09,-1,610322,-1,-1
2022-11-09,-1,1364462,-1,-1
2022-11-09,-1,2474783,-1,-1
2022-11-09,-1,4806473,-1,-1
2022-11-09,-1,739815,-1,-1
2022-11-09,-1,975369,-1,-1
2022-11-10,-1,1217182,-1,-1
2022-11-10,-1,427709,-1,-1
2022-11-10,-1,1433840,-1,-1
2022-11-10,-1,1007589,-1,-1
2022-11-10,-1,437701,-1,-1
2022-11-10,-1,479023,-1,-1
2022-11-10,-1,1194183,-1,-1
2022-11-10,-1,959360,-1,-1
2022-11-11,-1,4395999,-1,-1
2022-11-11,-1,846913,-1,-1
2022-11-11,-1,626372,-1,-1
2022-11-11,-1,1190711,-1,-1
2022-11-12,-1,923818,-1,-1
2022-11-12,-1,2347978,-1,-1
2022-11-12,-1,1201719,-1,-1
2022-11-12,-1,5603259,-1,-1
2022-11-12,-1,2366741,-1,-1
2022-11-12,-1,5994681,-1,-1
2022-11-12,-1,3029387,-1,-1
2022-11-12,-1,906336,-1,-1
2022-11-12,-1,2837610,-1,-1
2022-11-12,-1,1059241,-1,-1
2022-11-12,-1,4098522,-1,-1
2022-11-12,-1,1093145,-1,-1
2022-11-13,-1,1191064,-1,-1
2022-11-13,-1,2544162,-1,-1
2022-11-13,-1,1332215,-1,-1
2022-11-13,-1,1724489,-1,-1
2022-11-13,-1,593238,-1,-1
2022-11-13,-1,2708712,-1,-1
2022-11-13,-1,519931,-1,-1
2022-11-13,-1,3556694,-1,-1
2022-11-14,-1,1224452,-1,-1
2022-11-14,-1,618179,-1,-1
2022-11-14,-1,731964,-1,-1
2022-11-14,-1,543255,-1,-1
2022-11-14,-1,2866215,-1,-1
2022-11-14,-1,2854604,-1,-1
2022-11-14,-1,685545,-1,-1
2022-11-14,-1,432102,-1,-1
2022-11-14,-1,906915,-1,-1
2022-11-15,-1,1033389,-1,-1
2022-11-15,-1,1914151,-1,-1
2022-11-15,-1,1021625,-1,-1
2022-11-15,-1,639110,-1,-1
2022-11-15,儿子两岁半了，越看越不对劲,7400967,http://www.bilibili.com/video/av305219164,305219164
2022-11-15,-1,3608026,-1,-1
2022-11-15,-1,586429,-1,-1
2022-11-16,-1,1231517,-1,-1
2022-11-16,-1,1205767,-1,-1
2022-11-16,-1,2645538,-1,-1
2022-11-16,-1,987997,-1,-1
2022-11-16,-1,2404753,-1,-1
2022-11-16,-1,650254,-1,-1
2022-11-17,-1,2661664,-1,-1
2022-11-17,-1,1691186,-1,-1
2022-11-17,-1,1410661,-1,-1
2022-11-17,-1,2133337,-1,-1
2022-11-17,-1,1589068,-1,-1
2022-11-17,-1,526318,-1,-1
2022-11-18,-1,898648,-1,-1
2022-11-18,-1,2213974,-1,-1
2022-11-18,-1,3209009,-1,-1
2022-11-18,-1,5413671,-1,-1
2022-11-18,-1,673841,-1,-1
2022-11-18,-1,2507061,-1,-1
2022-11-18,-1,1379885,-1,-1
2022-11-19,-1,616206,-1,-1
2022-11-19,-1,1502870,-1,-1
2022-11-19,-1,927520,-1,-1
2022-11-19,-1,1672965,-1,-1
2022-11-19,-1,3671082,-1,-1
2022-11-19,-1,895077,-1,-1
2022-11-19,-1,1909057,-1,-1
2022-11-20,-1,1801259,-1,-1
2022-11-20,-1,1359006,-1,-1
2022-11-20,-1,1925674,-1,-1
2022-11-20,-1,558380,-1,-1
2022-11-20,-1,1237885,-1,-1
2022-11-20,-1,4302811,-1,-1
2022-11-20,-1,1706224,-1,-1
2022-11-20,-1,1531516,-1,-1
2022-11-21,-1,1345858,-1,-1
2022-11-21,-1,6813319,-1,-1
2022-11-21,-1,1053419,-1,-1
2022-11-21,-1,2402859,-1,-1
2022-11-21,-1,448347,-1,-1
2022-11-21,-1,2224914,-1,-1
2022-11-21,-1,1337049,-1,-1
2022-11-21,-1,3477760,-1,-1
2022-11-21,-1,4121846,-1,-1
2022-11-21,-1,435537,-1,-1
2022-11-21,-1,1005754,-1,-1
2022-11-21,-1,479019,-1,-1
2022-11-22,-1,420580,-1,-1
2022-11-22,-1,2485093,-1,-1
2022-11-22,-1,1608059,-1,-1
2022-11-23,-1,749771,-1,-1
2022-11-23,-1,1887696,-1,-1
2022-11-23,-1,1315910,-1,-1
2022-11-23,-1,885504,-1,-1
2022-11-23,-1,2225796,-1,-1
2022-11-23,-1,1026984,-1,-1
2022-11-23,-1,3280919,-1,-1
2022-11-23,-1,1544445,-1,-1
2022-11-24,-1,667615,-1,-1
2022-11-24,-1,2291177,-1,-1
2022-11-24,-1,1415391,-1,-1
2022-11-24,-1,2488786,-1,-1
2022-11-24,-1,421470,-1,-1
2022-11-24,-1,744184,-1,-1
2022-11-24,-1,472067,-1,-1
2022-11-24,-1,1500003,-1,-1
2022-11-25,-1,1158034,-1,-1
2022-11-25,985高材生也是小黑子？成分复杂,7187491,http://www.bilibili.com/video/av733007400,733007400
2022-11-25,-1,1475692,-1,-1
2022-11-25,-1,2168951,-1,-1
2022-11-25,-1,936947,-1,-1
2022-11-25,-1,2222739,-1,-1
2022-11-25,-1,1943329,-1,-1
2022-11-25,-1,792279,-1,-1
2022-11-25,-1,1386755,-1,-1
2022-11-26,-1,686700,-1,-1
2022-11-26,-1,586755,-1,-1
2022-11-26,-1,4690753,-1,-1
2022-11-26,-1,3357661,-1,-1
2022-11-26,-1,1278232,-1,-1
2022-11-26,-1,644759,-1,-1
2022-11-26,-1,1792841,-1,-1
2022-11-26,-1,2663075,-1,-1
2022-11-26,-1,2945329,-1,-1
2022-11-26,-1,501408,-1,-1
2022-11-26,-1,574262,-1,-1
2022-11-27,-1,917737,-1,-1
2022-11-27,-1,1086616,-1,-1
2022-11-27,-1,1224378,-1,-1
2022-11-27,-1,856660,-1,-1
2022-11-27,-1,650283,-1,-1
2022-11-27,-1,1767110,-1,-1
2022-11-27,-1,1232555,-1,-1
2022-11-27,-1,968853,-1,-1
2022-11-27,-1,3308623,-1,-1
2022-11-27,-1,666150,-1,-1
2022-11-28,蓝 色 妖 姬 是 怎 样 炼 成 的,8252807,http://www.bilibili.com/video/av648124453,648124453
2022-11-28,-1,454610,-1,-1
2022-11-28,-1,941315,-1,-1
2022-11-28,-1,650643,-1,-1
2022-11-28,-1,773632,-1,-1
2022-11-29,-1,1412546,-1,-1
2022-11-29,-1,3066670,-1,-1
2022-11-29,-1,1062364,-1,-1
2022-11-29,-1,1330468,-1,-1
2022-11-30,-1,991615,-1,-1
2022-11-30,-1,743308,-1,-1
2022-11-30,-1,930993,-1,-1
2022-11-30,-1,1030955,-1,-1
2022-11-30,-1,3795895,-1,-1
2022-11-30,-1,1964828,-1,-1
2022-11-30,-1,934021,-1,-1
2022-12-01,-1,1356918,-1,-1
2022-12-01,-1,635055,-1,-1
2022-12-01,-1,939902,-1,-1
2022-12-01,-1,2155238,-1,-1
2022-12-01,即使没有五官 也能一眼认出来的人！这种时候怎么少的了坤坤呢！,7011642,http://www.bilibili.com/video/av648199858,648199858
2022-12-02,-1,2382116,-1,-1
2022-12-02,-1,2003121,-1,-1
2022-12-02,-1,1529088,-1,-1
2022-12-02,-1,1169770,-1,-1
2022-12-02,-1,779797,-1,-1
2022-12-02,-1,1063230,-1,-1
2022-12-02,-1,4044228,-1,-1
2022-12-02,-1,704408,-1,-1
2022-12-02,-1,2550386,-1,-1
2022-12-03,练习开关灯两年半，练出一只只因,7808206,http://www.bilibili.com/video/av648352288,648352288
2022-12-03,-1,1417832,-1,-1
2022-12-03,-1,719792,-1,-1
2022-12-03,-1,2274122,-1,-1
2022-12-04,-1,5282756,-1,-1
2022-12-04,-1,609224,-1,-1
2022-12-04,-1,841560,-1,-1
2022-12-04,“你管这叫世界杯主题曲？”,11668005,http://www.bilibili.com/video/av775839161,775839161
2022-12-04,-1,930700,-1,-1
2022-12-05,-1,922600,-1,-1
2022-12-05,-1,1171019,-1,-1
2022-12-05,-1,435652,-1,-1
2022-12-05,-1,1730335,-1,-1
2022-12-05,-1,4918180,-1,-1
2022-12-06,-1,478044,-1,-1
2022-12-06,-1,977076,-1,-1
2022-12-07,-1,3054797,-1,-1
2022-12-07,-1,4616080,-1,-1
2022-12-07,-1,1397409,-1,-1
2022-12-07,-1,694274,-1,-1
2022-12-07,-1,1499828,-1,-1
2022-12-07,-1,1393261,-1,-1
2022-12-07,-1,1321438,-1,-1
2022-12-07,-1,623115,-1,-1
2022-12-07,“2022年都快结束了，不会还有人喜欢看传统鬼畜吧”,7425461,http://www.bilibili.com/video/av263458669,263458669
2022-12-07,当老师让交体育课作业……,7467820,http://www.bilibili.com/video/av518473956,518473956
2022-12-08,-1,1326076,-1,-1
2022-12-08,-1,851797,-1,-1
2022-12-08,-1,1238167,-1,-1
2022-12-08,-1,1331245,-1,-1
2022-12-08,-1,1062135,-1,-1
2022-12-08,-1,549590,-1,-1
2022-12-08,-1,1265960,-1,-1
2022-12-08,-1,775417,-1,-1
